Index;name;album;artist;release_date;length;popularity;explicit;danceability;acousticness;danceability;energy;instrumentalness;liveness;loudness;speechiness;tempo;time_signature;key;mode;valence
289;F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar);LONG.LIVE.A$AP (Deluxe Version);A$AP Rocky;2013-01-11;233.786;0;True;0.869;0.0208;0.869;0.687;0,000001;0.114;-6.816;0.263;96.006;4;1;1;0.668
290;Stronger;Graduation;Kanye West;2007-09-11;311.866;1;True;0.625;0.00728;0.625;0.726;0.0;0.318;-7.731;0.155;103.98;4;10;0;0.483
291;Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix;Summertime Sadness [Lana Del Rey vs. Cedric Gervais] (Cedric Gervais Remix);Lana Del Rey;2013-02-01;214.912;77;False;0.572;0.0157;0.572;0.81;6.53e-06;0.13;-5.791;0.0558;126.052;4;1;0;0.11
292;Paradise;Mylo Xyloto;Coldplay;2011-10-24;278.719;86;False;0.449;0.0509;0.449;0.585;8.75e-05;0.0833;-6.761;0.0268;139.631;4;5;1;0.212
293;Danza Kuduro;Meet The Orphans;Don Omar;2010-01-01;198.773;80;False;0.4;0.0846;0.4;0.915;0.0;0.0503;-4.89;0.28;88.917;3;0;1;0.878
294;Skinny Love;Birdy;Birdy;2011-11-04;201.08;76;False;0.379;0.952;0.379;0.29;0.00106;0.118;-8.485;0.051;166.467;4;4;1;0.169
295;Capsize;Truce - EP;FRENSHIP;2016-09-02;237.706;72;False;0.683;0.0398;0.683;0.708;0.155;0.686;-6.244;0.0305;92.991;4;5;0;0.355
296;Some Nights;Some Nights;fun.;2012-02-21;277.04;75;True;0.672;0.0178;0.672;0.738;6.75e-05;0.0927;-7.045;0.0506;107.938;4;0;1;0.392
297;Sex on Fire;Only By The Night;Kings of Leon;2008-09-23;203.346;85;False;0.542;0.00172;0.542;0.905;0.0104;0.136;-5.653;0.054;153.398;4;9;1;0.374
298;It's Time;Night Visions;Imagine Dragons;2012-09-04;237.986;71;False;0.656;0.0162;0.656;0.884;0.0;0.145;-4.748;0.0372;105.009;4;2;1;0.86
299;Story of My Life;Midnight Memories (Deluxe);One Direction;2013-11-25;245.493;86;False;0.6;0.225;0.6;0.663;0.0;0.119;-5.802;0.0477;121.07;4;3;1;0.286
300;Rap God;The Marshall Mathers LP2;Eminem;2013-11-05;363.521;51;True;0.708;0.397;0.708;0.843;0.0;0.799;-2.66;0.314;148.14;4;7;1;0.625
301;Final Song;Final Song;MØ;2016-05-13;235.826;70;False;0.695;0.014;0.695;0.672;7.95e-05;0.0756;-6.109;0.0345;104.988;4;1;0;0.245
302;Levels - Radio Edit;Levels;Avicii;2011-01-01;199.903;0;False;0.605;0.0534;0.605;0.873;0.837;0.314;-5.938;0.0344;126.026;4;1;0;0.476
303;Billie Jean;Thriller 25 Super Deluxe Edition;Michael Jackson;1982-11-30;293.826;87;False;0.92;0.0236;0.92;0.654;0.0158;0.0359;-3.051;0.0401;117.046;4;11;0;0.847
304;Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors);Sucker for Pain (with Logic & Ty Dolla $ign feat. X Ambassadors);Lil Wayne;2016-06-24;243.49;80;True;0.502;0.255;0.502;0.786;0.0;0.65;-4.378;0.317;169.021;4;9;0;0.739
305;Under Control (feat. Hurts);Under Control (feat. Hurts);Calvin Harris;2014-11-12;184.373;11;False;0.55;0.137;0.55;0.919;0.00118;0.0886;-3.431;0.0788;126.059;4;8;1;0.51
306;Holy Grail;Magna Carta... Holy Grail;JAY-Z;2013-07-04;338.413;69;True;0.676;0.0594;0.676;0.534;8.59e-06;0.256;-6.901;0.0831;145.082;4;2;0;0.156
307;In the End;Hybrid Theory (Bonus Edition);Linkin Park;2000-10-24;216.88;88;False;0.556;0.00958;0.556;0.864;0.0;0.209;-5.87;0.0584;105.143;4;3;0;0.4
308;Low Life (feat. The Weeknd);EVOL;Future;2016-04-13;313.546;79;True;0.722;0.337;0.722;0.331;0.282;0.146;-7.789;0.0726;143.961;4;8;1;0.102
309;Feel So Close - Radio Edit;18 Months;Calvin Harris;2012-10-29;206.413;84;False;0.707;0.000972;0.707;0.924;0.00703;0.204;-2.842;0.031;127.937;4;7;1;0.919
310;Hey Ya!;Speakerboxxx/The Love Below;Outkast;2003;235.213;85;False;0.727;0.103;0.727;0.974;0.000532;0.174;-2.261;0.0664;79.526;4;4;0;0.965
311;I Will Wait;Babel (Deluxe Edition);Mumford & Sons;2012-09-21;276.72;0;False;0.485;0.01;0.485;0.735;0.00794;0.213;-5.929;0.0334;131.234;4;1;1;0.456
312;Intro;xx;The xx;2009-08-18;127.92;0;False;0.617;0.459;0.617;0.778;0.925;0.128;-8.871;0.027;100.363;4;9;0;0.152
313;Home;Up From Below;Edward Sharpe & The Magnetic Zeros;2009-07-14;303.2;0;False;0.542;0.292;0.542;0.589;0.000522;0.177;-6.623;0.0318;111.665;4;2;1;0.137
314;Californication;Californication;Red Hot Chili Peppers;1999-06-08;329.733;65;False;0.592;0.0021;0.592;0.767;0.00165;0.127;-2.788;0.027;96.483;4;9;0;0.328
315;Under the Bridge;Blood Sugar Sex Magik;Red Hot Chili Peppers;1991-09-24;264.306;50;False;0.559;0.0576;0.559;0.345;0.000105;0.141;-13.496;0.0459;84.581;4;4;1;0.458
316;Numb;Meteora (Bonus Edition);Linkin Park;2003-03-24;185.586;64;False;0.496;0.0046;0.496;0.863;0.0;0.639;-4.153;0.0381;110.018;4;9;1;0.243
317;Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007;Where the Light Is: John Mayer Live In Los Angeles;John Mayer;2008;263.573;75;False;0.315;0.771;0.315;0.296;0.0;0.702;-13.262;0.0315;173.509;4;5;1;0.435
318;The Next Episode;2001;Dr. Dre;1999-11-16;161.506;88;True;0.922;0.0281;0.922;0.909;0.0;0.0856;-2.429;0.27;95.295;4;10;0;0.309
319;The Greatest;The Greatest;Sia;2016;210.893;0;False;0.666;0.0109;0.666;0.723;0.00047;0.0507;-6.164;0.268;192.024;4;1;1;0.739
320;All We Know;All We Know;The Chainsmokers;2016-09-29;194.08;74;False;0.662;0.097;0.662;0.586;0.00272;0.115;-8.821;0.0307;90.0;4;0;1;0.296
321;Mercy;Illuminate (Deluxe);Shawn Mendes;2016-09-23;208.733;0;False;0.568;0.133;0.568;0.686;0.0;0.11;-4.901;0.0903;148.294;4;11;0;0.4
322;Say Something;Is There Anybody Out There?;A Great Big World;2014-01-20;229.4;79;False;0.407;0.857;0.407;0.147;2.89e-06;0.0913;-8.822;0.0355;141.284;3;2;1;0.0765
323;Let It Go;Chaos And The Calm;James Bay;2014-12-15;260.533;75;False;0.546;0.818;0.546;0.311;1.65e-05;0.107;-10.396;0.0288;147.464;4;1;1;0.246
324;Solo Dance;Solo Dance;Martin Jensen;2016-11-04;174.933;66;False;0.746;0.0485;0.746;0.846;0.0;0.195;-2.432;0.048;114.955;4;9;1;0.403
325;Scars To Your Beautiful;Know-It-All (Deluxe);Alessia Cara;2015-11-13;230.226;77;False;0.573;0.0285;0.573;0.739;0.0;0.111;-5.74;0.129;97.085;4;0;1;0.451
326;Slide (feat. Frank Ocean & Migos);Slide (feat. Frank Ocean & Migos);Calvin Harris;2017-02-24;230.813;77;True;0.736;0.498;0.736;0.795;1.21e-06;0.254;-3.299;0.0545;104.066;4;1;0;0.511
327;Scared to Be Lonely;Scared to Be Lonely;Martin Garrix;2017-01-27;220.883;82;False;0.584;0.0895;0.584;0.54;0.0;0.261;-7.786;0.0576;137.972;4;1;0;0.195
328;iSpy (feat. Lil Yachty);iSpy (feat. Lil Yachty);KYLE;2016-12-02;253.106;77;True;0.746;0.378;0.746;0.653;0.0;0.229;-6.745;0.289;75.016;4;7;1;0.672
329;Location;American Teen;Khalid;2017-04-27;219.08;83;False;0.736;0.33;0.736;0.449;0.000162;0.0898;-11.462;0.425;80.126;4;1;0;0.326
330;Weak;The Click;AJR;2017-06-09;201.159;0;False;0.669;0.131;0.669;0.579;0.0;0.19;-6.341;0.0468;123.979;4;5;1;0.66
331;Gold Digger;Late Registration;Kanye West;2005-08-30;207.626;83;True;0.629;0.0195;0.629;0.696;0.0;0.0554;-5.572;0.348;93.034;4;1;0;0.623
332;Sign of the Times;Harry Styles;Harry Styles;2017-05-12;340.706;85;False;0.516;0.0275;0.516;0.595;0.0;0.109;-4.63;0.0313;119.972;4;5;1;0.222
333;Redbone;"""Awaken, My Love!""";Childish Gambino;2016-12-02;326.933;1;True;0.745;0.172;0.745;0.356;0.00943;0.123;-10.425;0.0941;160.033;4;1;1;0.607
334;DNA.;DAMN.;Kendrick Lamar;2017-04-14;185.946;83;True;0.638;0.00454;0.638;0.523;0.0;0.0842;-6.664;0.357;139.913;4;1;1;0.422
335;Bad Things (with Camila Cabello);bloom;Machine Gun Kelly;2017-05-12;239.293;77;False;0.697;0.214;0.697;0.691;0.0;0.185;-4.757;0.146;137.853;4;2;1;0.305
336;Strip That Down;Strip That Down;Liam Payne;2017-05-18;204.502;1;False;0.869;0.246;0.869;0.485;0.0;0.0765;-5.595;0.0545;106.028;4;6;1;0.527
337;Wild Thoughts (feat. Rihanna & Bryson Tiller);Grateful;DJ Khaled;2017-06-22;204.173;77;True;0.671;0.0329;0.671;0.672;0.0;0.118;-3.094;0.0688;97.979;4;0;0;0.632
338;Bad and Boujee (feat. Lil Uzi Vert);Culture;Migos;2017-04-07;343.15;78;True;0.926;0.0611;0.926;0.666;0.0;0.123;-5.314;0.244;127.079;4;11;1;0.168
339;Chasing Cars;Eyes Open;Snow Patrol;2006-01-01;267.933;81;False;0.563;0.209;0.563;0.592;5.08e-05;0.132;-4.571;0.0276;104.016;4;9;1;0.136
340;Bounce Back;I Decided.;Big Sean;2017-02-03;222.36;76;True;0.78;0.106;0.78;0.575;0.0;0.129;-5.628;0.139;81.502;4;1;0;0.273
341;Africa;Toto IV;TOTO;1982-04-08;295.893;86;False;0.671;0.257;0.671;0.373;8.01e-05;0.0481;-18.064;0.0323;92.718;4;9;1;0.732
342;POWER;My Beautiful Dark Twisted Fantasy;Kanye West;2010-11-22;292.093;83;True;0.542;0.0161;0.542;0.914;0.0;0.744;-4.747;0.113;153.993;4;0;0;0.576
343;How to Save a Life;How To Save A Life;The Fray;2005-09-13;262.533;84;False;0.64;0.269;0.64;0.743;0.0;0.101;-4.08;0.0379;122.035;4;10;1;0.361
344;Feels (feat. Pharrell Williams, Katy Perry & Big Sean);Funk Wav Bounces Vol.1;Calvin Harris;2017-06-30;223.413;81;True;0.893;0.0642;0.893;0.745;0.0;0.0943;-3.105;0.0571;101.018;4;11;0;0.872
345;No Promises (feat. Demi Lovato);No Promises (feat. Demi Lovato);Cheat Codes;2017-03-31;222.786;66;False;0.739;0.0572;0.739;0.619;0.0;0.105;-6.669;0.162;112.961;4;10;1;0.58
346;Pretty Girl - Cheat Codes X CADE Remix;Pretty Girl (Cheat Codes X CADE Remix);Maggie Lindemann;2017-03-02;193.613;76;True;0.703;0.15;0.703;0.868;0.132;0.104;-4.661;0.0291;121.03;4;7;0;0.733
347;Go Flex;Stoney (Deluxe);Post Malone;2016-12-09;179.613;80;True;0.665;0.228;0.665;0.498;0.0;0.0757;-8.185;0.0832;81.967;4;5;1;0.127
348;All Star;Astro Lounge;Smash Mouth;1999-06-08;200.373;83;False;0.731;0.0395;0.731;0.867;0.0;0.0861;-5.881;0.032;104.019;4;11;1;0.776
349;Candy Paint;Candy Paint;Post Malone;2017-10-20;229.573;0;True;0.765;0.633;0.765;0.688;0.0;0.0734;-5.566;0.0841;90.013;4;4;1;0.434
350;Bodak Yellow;Bodak Yellow;Cardi B;2017-06-16;223.962;64;True;0.929;0.0672;0.929;0.723;0.0;0.346;-5.792;0.109;125.022;4;11;0;0.458
351;Gucci Gang;Lil Pump;Lil Pump;2017-10-06;124.055;69;True;0.936;0.239;0.936;0.523;0.0;0.117;-6.71;0.0597;119.889;4;5;1;0.699
352;Bank Account;Issa Album;21 Savage;2017-09-23;220.306;83;True;0.884;0.015;0.884;0.347;0,000007;0.0871;-8.227;0.35;75.016;4;8;0;0.376
353;Wolves;Wolves;Selena Gomez;2017-10-25;197.993;84;False;0.724;0.124;0.724;0.804;0.0;0.204;-4.614;0.0448;124.987;4;11;0;0.306
354;LOVE. FEAT. ZACARI.;DAMN.;Kendrick Lamar;2017-04-14;213.4;85;True;0.8;0.264;0.8;0.585;0.0;0.153;-7.343;0.0924;126.058;4;10;1;0.779
355;Look What You Made Me Do;reputation;Taylor Swift;2017-11-10;211.853;81;False;0.766;0.204;0.766;0.709;1.41e-05;0.126;-6.471;0.123;128.07;4;9;0;0.506
356;Mama;Jonas Blue: Electronic Nature - The Mix 2017;Jonas Blue;2017-07-14;181.614;56;False;0.739;0.091;0.739;0.792;0.0;0.0516;-4.256;0.0418;104.016;4;11;0;0.547
357;Perfect Strangers;Jonas Blue: Electronic Nature - The Mix 2017;Jonas Blue;2017-07-14;195.313;45;False;0.739;0.35;0.739;0.833;0.0;0.266;-5.012;0.0463;117.99;4;1;1;0.699
358;Chantaje (feat. Maluma);El Dorado;Shakira;2017-05-26;195.84;80;False;0.852;0.187;0.852;0.773;3.05e-05;0.159;-2.921;0.0776;102.034;4;8;0;0.907
359;Hips Don't Lie (feat. Wyclef Jean);Oral Fixation, Vol. 2 (Expanded Edition);Shakira;2005-11-28;218.093;87;False;0.778;0.284;0.778;0.824;0.0;0.405;-5.892;0.0707;100.024;4;10;0;0.758
360;Bailando - Spanish Version;SEX AND LOVE (Deluxe);Enrique Iglesias;2014-01-01;243.413;72;False;0.723;0.0426;0.723;0.777;3.68e-06;0.0451;-3.503;0.108;91.017;4;7;1;0.961
361;Slow Hands;Flicker (Deluxe);Niall Horan;2017-10-20;188.174;79;False;0.735;0.011;0.735;0.425;0.0;0.055;-6.648;0.0464;85.896;4;0;1;0.848
362;Escápate Conmigo (feat. Ozuna);Victory;Wisin;2017-12-01;232.786;77;False;0.744;0.0256;0.744;0.859;6.27e-05;0.0881;-3.166;0.0795;91.977;4;11;1;0.787
363;BUTTERFLY EFFECT;BUTTERFLY EFFECT;Travis Scott;2017-05-18;190.677;1;False;0.763;0.0714;0.763;0.598;0.0;0.112;-6.865;0.0539;140.987;4;11;1;0.182
364;Glorious (feat. Skylar Grey);GEMINI;Macklemore;2017-09-22;220.454;79;True;0.731;0.0323;0.731;0.794;2.59e-05;0.112;-5.126;0.0522;139.994;4;0;0;0.356
365;Let Me Go (with Alesso, Florida Georgia Line & watt);Let Me Go (with Alesso, Florida Georgia Line & watt);Hailee Steinfeld;2017-09-08;174.8;81;False;0.664;0.0337;0.664;0.708;0.0;0.0841;-4.154;0.0474;103.07;4;8;1;0.742
366;Reggaetón Lento (Bailemos);Primera Cita;CNCO;2016-08-26;222.56;76;False;0.761;0.4;0.761;0.838;0.0;0.176;-3.073;0.0502;93.974;4;4;0;0.71
367;Otra vez (feat. J Balvin);Motivan2;Zion & Lennox;2016-09-30;209.453;78;False;0.832;0.0559;0.832;0.772;0.000486;0.44;-5.429;0.1;96.016;4;10;1;0.704
368;Party In The U.S.A.;The Time Of Our Lives;Miley Cyrus;2009-01-01;202.066;79;False;0.652;0.00112;0.652;0.698;0.000115;0.0886;-4.667;0.042;96.021;4;10;0;0.47
369;Wrecking Ball;Bangerz (Deluxe Version);Miley Cyrus;2013-10-04;221.36;81;False;0.53;0.407;0.53;0.422;0.0;0.107;-6.262;0.0342;119.964;4;5;1;0.349
370;Your Song;Your Song;Rita Ora;2017-05-25;180.757;70;False;0.855;0.158;0.855;0.624;0.0;0.0513;-4.093;0.0488;117.959;4;1;1;0.962
371;Friends (with BloodPop®);Friends (with BloodPop®);Justin Bieber;2017-08-17;189.466;74;False;0.743;0.00389;0.743;0.735;0.0;0.304;-5.337;0.0382;104.979;4;8;1;0.631
372;Dusk Till Dawn (feat. Sia) - Radio Edit;Dusk Till Dawn (feat. Sia) [Radio Edit];ZAYN;2017-09-07;239.0;82;False;0.259;0.102;0.259;0.437;1.32e-06;0.106;-6.589;0.0386;180.042;4;11;0;0.0951
373;Please Don't Go;Please Don't Go;Joel Adams;2015-11-06;210.58;76;False;0.513;0.0118;0.513;0.768;1.94e-05;0.294;-4.868;0.0587;84.264;4;4;0;0.235
374;Slippery (feat. Gucci Mane);Culture;Migos;2017-04-07;304.041;74;True;0.92;0.307;0.92;0.675;0.0;0.104;-5.661;0.263;141.967;4;1;0;0.749
375;When We Were Young;25;Adele;2016-06-24;290.906;2;False;0.381;0.348;0.381;0.594;0.0;0.0925;-5.97;0.0486;143.86;4;3;1;0.273
376;Water Under the Bridge;25;Adele;2016-06-24;240.426;1;False;0.596;0.0189;0.596;0.838;1.54e-05;0.108;-6.52;0.0704;94.982;4;5;0;0.472
377;Rolling in the Deep;21;Adele;2011-01-19;228.293;3;False;0.729;0.131;0.729;0.756;0.0;0.0527;-5.119;0.0294;104.945;4;8;1;0.522
378;Happier;÷ (Deluxe);Ed Sheeran;2017-03-03;207.52;84;False;0.522;0.536;0.522;0.385;0.0;0.135;-7.355;0.0288;89.792;4;0;1;0.236
379;Let You Down;Perception;NF;2017-10-06;212.12;85;False;0.662;0.312;0.662;0.714;0.0;0.179;-5.68;0.121;147.997;4;5;0;0.464
380;Criminal;Criminal;Natti Natasha;2017-09-01;232.549;79;False;0.814;0.03;0.814;0.813;9.33e-05;0.255;-3.023;0.0561;79.997;4;2;0;0.839
381;Don't;T R A P S O U L;Bryson Tiller;2015-10-02;198.293;83;True;0.765;0.223;0.765;0.356;0.0;0.0963;-5.556;0.195;96.991;4;11;0;0.189
382;Welcome To The Jungle;Appetite For Destruction;Guns N' Roses;1987-07-21;273.6;1;False;0.445;0.0326;0.445;0.955;0.284;0.317;-8.027;0.0856;123.343;4;8;1;0.336
383;Sweet Dreams (Are Made of This) - Remastered;Sweet Dreams (Are Made Of This);Eurythmics;1983-01-04;216.933;85;False;0.692;0.225;0.692;0.711;0.0;0.12;-7.498;0.0317;125.135;4;0;0;0.875
384;Sweet Home Alabama;Second Helping;Lynyrd Skynyrd;1974-04-15;283.8;85;True;0.596;0.181;0.596;0.605;0.000331;0.0863;-12.145;0.0255;97.798;4;7;1;0.886
385;It Wasn't Me;Hot Shot;Shaggy;2000-08-08;227.6;0;False;0.852;0.045;0.852;0.616;0.0;0.321;-4.728;0.0747;94.758;4;0;1;0.685
386;Yeah! (feat. Lil Jon & Ludacris);Confessions (Expanded Edition);Usher;2004-03-23;250.373;86;False;0.894;0.0183;0.894;0.791;0.0;0.0388;-4.699;0.112;105.018;4;2;1;0.583
387;Him & I (with Halsey);The Beautiful & Damned;G-Eazy;2017-12-15;268.866;80;True;0.589;0.0534;0.589;0.731;0.0;0.308;-6.343;0.0868;87.908;4;2;1;0.191
388;Eye of the Tiger;Eye Of The Tiger;Survivor;1982;243.773;78;False;0.815;0.216;0.815;0.438;0.000466;0.0787;-14.522;0.0346;108.965;4;0;0;0.552
389;Échame La Culpa;Échame La Culpa;Luis Fonsi;2017-11-17;173.72;67;False;0.733;0.0376;0.733;0.892;0.0;0.137;-3.641;0.0417;95.989;4;0;1;0.675
390;Nice For What;Nice For What;Drake;2018-04-06;210.925;2;True;0.567;0.0934;0.567;0.913;0.000124;0.114;-6.471;0.0736;93.35;4;8;1;0.792
391;Look Alive (feat. Drake);Look Alive (feat. Drake);BlocBoy JB;2018-02-09;181.263;78;True;0.922;0.00104;0.922;0.581;5.86e-05;0.105;-7.495;0.27;140.022;4;10;1;0.595
392;Whatever It Takes;Evolve;Imagine Dragons;2017-06-23;201.24;0;False;0.675;0.0409;0.675;0.674;0.0;0.128;-4.984;0.0305;134.941;4;1;1;0.569
393;FRIENDS;FRIENDS;Marshmello;2018-02-09;202.62;83;True;0.626;0.205;0.626;0.88;0.0;0.128;-2.384;0.0504;95.079;4;9;0;0.534
394;Walk It Talk It;Culture II;Migos;2018-01-26;276.147;80;True;0.907;0.0876;0.907;0.633;2.6e-06;0.106;-5.145;0.184;145.914;4;2;1;0.395
395;This Is America;This Is America;Childish Gambino;2018-05-06;225.773;75;True;0.854;0.117;0.854;0.463;0.0;0.354;-6.159;0.137;120.024;4;5;1;0.549
396;Back To You - From 13 Reasons Why – Season 2 Soundtrack;Back To You (From 13 Reasons Why – Season 2 Soundtrack);Selena Gomez;2018-05-10;207.904;78;False;0.601;0.0945;0.601;0.724;1.68e-06;0.12;-4.856;0.0486;102.061;4;6;1;0.508
397;Never Forget You;So Good;Zara Larsson;2017-03-17;213.427;78;False;0.583;0.00312;0.583;0.732;9.86e-06;0.269;-5.728;0.0457;145.992;4;11;0;0.276
398;We Will Rock You - Remastered 2011;News Of The World (Deluxe Remastered Version);Queen;1977-10-28;122.066;73;False;0.693;0.679;0.693;0.497;0.0;0.258;-7.316;0.119;81.308;4;2;1;0.473
399;bury a friend;WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?;Billie Eilish;2019-03-29;193.143;80;False;0.905;0.74;0.905;0.389;0.162;0.106;-14.505;0.332;120.046;4;8;1;0.196
400;Mercy;Illuminate (Deluxe);Shawn Mendes;2017-04-20;208.733;83;False;0.555;0.125;0.555;0.662;0.0;0.111;-4.952;0.0827;148.128;4;11;0;0.356
401;Nonstop;Scorpion;Drake;2018-06-29;238.614;82;True;0.912;0.0165;0.912;0.412;0.0126;0.104;-8.074;0.123;154.983;4;7;1;0.423
402;no tears left to cry;Sweetener;Ariana Grande;2018-08-17;205.92;82;False;0.699;0.04;0.699;0.713;3.11e-06;0.294;-5.507;0.0594;121.993;4;9;0;0.354
403;Drip Too Hard (Lil Baby & Gunna);Drip Harder;Lil Baby;2018-10-05;145.542;86;True;0.897;0.0852;0.897;0.662;0.0;0.534;-6.903;0.292;112.511;4;1;0;0.389
404;Promises (with Sam Smith);Promises (with Sam Smith);Calvin Harris;2018-08-17;213.309;80;False;0.781;0.0119;0.781;0.768;4.91e-06;0.325;-5.991;0.0394;123.07;4;11;1;0.486
405;Dancing With A Stranger (with Normani);Dancing With A Stranger (with Normani);Sam Smith;2019-01-11;171.029;80;False;0.741;0.45;0.741;0.52;1.97e-06;0.222;-7.513;0.0656;102.998;4;8;1;0.347
406;Back to You (feat. Bebe Rexha & Digital Farm Animals);Back to You (feat. Bebe Rexha & Digital Farm Animals);Louis Tomlinson;2017-07-21;190.427;74;True;0.683;0.207;0.683;0.53;0.0;0.394;-4.918;0.142;75.016;4;5;0;0.645
407;Love On The Brain;ANTI (Deluxe);Rihanna;2016-01-28;224.0;85;True;0.509;0.0717;0.509;0.637;1.08e-05;0.0789;-4.83;0.0471;172.006;3;4;0;0.378
408;Shotgun;Staying at Tamara's;George Ezra;2018-03-23;201.287;81;False;0.673;0.286;0.673;0.735;0.0;0.242;-4.733;0.0457;115.744;4;5;1;0.754
409;Snow (Hey Oh);Stadium Arcadium;Red Hot Chili Peppers;2006-05-09;334.666;83;False;0.427;0.116;0.427;0.9;1.75e-05;0.119;-3.674;0.0499;104.655;4;11;1;0.599
410;Can't Stop;By the Way (Deluxe Edition);Red Hot Chili Peppers;2002-07-09;269.0;85;False;0.618;0.0179;0.618;0.938;0.0;0.167;-3.442;0.0456;91.455;4;9;1;0.875
411;These Days (feat. Jess Glynne, Macklemore & Dan Caplen);Toast to Our Differences (Deluxe Edition);Rudimental;2019-01-25;211.76;62;False;0.654;0.188;0.654;0.798;0.0;0.15;-4.084;0.0451;92.207;4;0;1;0.574
412;She Will Be Loved - Radio Mix;Songs About Jane: 10th Anniversary Edition;Maroon 5;2002;259.453;82;False;0.651;0.228;0.651;0.663;0.0;0.0994;-5.569;0.0281;102.0;4;0;0;0.465
413;Payphone;Overexposed;Maroon 5;2021-06-20;231.386;80;True;0.739;0.0136;0.739;0.756;0.0;0.37;-4.828;0.0394;110.028;4;4;1;0.523
414;2002;Speak Your Mind (Deluxe);Anne-Marie;2018-04-27;186.986;85;False;0.697;0.0372;0.697;0.683;0.0;0.137;-2.881;0.117;96.133;4;1;0;0.603
415;Finesse - Remix;;;;;;;;;;;;;;;;;;;
416;Symphony (feat. Zara Larsson);What Is Love? (Deluxe Edition);Clean Bandit;2018-11-30;212.733;79;False;0.715;0.239;0.715;0.605;1.41e-05;0.189;-5.128;0.0428;122.956;4;0;0;0.454
417;Solo (feat. Demi Lovato);What Is Love? (Deluxe Edition);Clean Bandit;2018-11-30;222.706;72;False;0.74;0.0357;0.74;0.622;4.85e-05;0.356;-4.608;0.0446;104.966;4;11;0;0.556
418;Better;Suncity;Khalid;2018-10-18;229.32;81;False;0.596;0.0765;0.596;0.552;0.334;0.104;-10.278;0.097;97.949;4;0;0;0.112
419;Talk (feat. Disclosure);Free Spirit;Khalid;2019-04-05;197.573;76;False;0.9;0.0516;0.9;0.4;0.0;0.0599;-8.575;0.127;135.984;4;0;1;0.346
420;Beautiful People (feat. Khalid);No.6 Collaborations Project;Ed Sheeran;2019-07-12;197.866;77;False;0.64;0.124;0.64;0.647;0.0;0.0801;-8.114;0.186;92.979;4;5;0;0.546
421;ZEZE (feat. Travis Scott & Offset);Dying to Live;Kodak Black;2018-12-14;228.759;82;True;0.861;0.0521;0.861;0.603;0.0;0.0924;-5.788;0.176;98.043;4;8;0;0.504
422;Sin Pijama;MALA SANTA;Becky G;2019-10-18;190.16;71;False;0.788;0.352;0.788;0.745;4.56e-05;0.0973;-4.417;0.0448;94.002;4;11;0;0.79
423;Vaina Loca;Aura;Ozuna;2018-08-24;176.133;77;False;0.754;0.315;0.754;0.805;0.0;0.203;-4.249;0.0752;93.982;4;6;1;0.555
424;Everybody Dies In Their Nightmares;17;XXXTENTACION;2017-08-25;95.466;88;True;0.734;0.847;0.734;0.57;2.14e-05;0.112;-7.066;0.133;129.953;4;7;0;0.689
425;Fuck Love (feat. Trippie Redd);17;XXXTENTACION;2017-08-25;146.52;87;True;0.797;0.0172;0.797;0.533;0.000152;0.103;-9.74;0.0412;131.036;4;0;0;0.329
426;changes;?;XXXTENTACION;2018-03-16;121.886;84;False;0.669;0.883;0.669;0.308;0.0;0.0984;-10.068;0.029;64.934;4;11;1;0.52
427;Old Town Road;7 EP;Lil Nas X;2019-06-21;113.0;80;False;0.907;0.0578;0.907;0.53;2.23e-06;0.101;-6.112;0.127;135.998;4;1;1;0.507
428;Panini;Panini;Lil Nas X;2019-09-13;114.893;76;False;0.703;0.342;0.703;0.594;0.0;0.123;-6.146;0.0752;153.848;4;5;0;0.475
429;In My Blood;Shawn Mendes;Shawn Mendes;2018-05-25;211.36;79;False;0.622;0.0573;0.622;0.712;0.0;0.13;-7.321;0.066;140.025;4;5;1;0.487
430;Yes Indeed;Harder Than Ever;Lil Baby;2018-05-18;142.273;84;True;0.963;0.0355;0.963;0.346;0.0;0.108;-9.309;0.53;119.957;4;5;0;0.562
431;Truth Hurts;Cuz I Love You (Deluxe);Lizzo;2019-05-03;173.325;68;True;0.715;0.11;0.715;0.624;0.0;0.123;-3.046;0.114;158.087;4;4;0;0.412
432;Ransom;We Love You Tecca;Lil Tecca;2019-08-30;131.24;83;True;0.745;0.0204;0.745;0.642;0.0;0.0658;-6.257;0.287;179.974;4;7;0;0.226
433;Goodbyes (feat. Young Thug);Hollywood's Bleeding;Post Malone;2019-09-06;174.853;82;True;0.548;0.456;0.548;0.653;0.0;0.103;-3.875;0.081;150.068;4;5;1;0.163
434;God is a woman;Sweetener;Ariana Grande;2018-08-17;197.546;83;True;0.602;0.0233;0.602;0.658;0,00006;0.237;-5.934;0.0558;145.031;4;1;1;0.268
435;Perfect Duet (Ed Sheeran & Beyoncé);Perfect Duet (Ed Sheeran & Beyoncé);Ed Sheeran;2017-11-30;259.55;83;False;0.587;0.779;0.587;0.299;0.0;0.123;-7.365;0.0263;94.992;3;8;1;0.356
